DesignName,ParticipantID,TrialID,Block1,Block2,Block,Dir,Size,NbDraw,NbAngle
MultiDrawMultiAngle,1,132,3,4,3,S_W,2,1,1
MultiDrawMultiAngle,1,133,3,5,3,NE_SE,2,2,1
MultiDrawMultiAngle,1,134,3,6,3,SW_NW,3,1,1
MultiDrawMultiAngle,1,135,3,7,3,NE_SE,1,2,2
MultiDrawMultiAngle,1,136,3,8,3,SW_NW,3,1,2
MultiDrawMultiAngle,1,137,3,9,3,S_W,4,2,2
MultiDrawMultiAngle,1,138,3,10,3,SW_NW,1,1,1
MultiDrawMultiAngle,1,139,3,11,3,SW_NW,3,2,1
MultiDrawMultiAngle,1,140,3,12,3,SW_NW,2,2,2
MultiDrawMultiAngle,1,141,3,13,3,SW_NW,4,2,2
MultiDrawMultiAngle,1,142,3,14,3,S_W,2,2,2
MultiDrawMultiAngle,1,143,3,15,3,N_E,1,1,2
MultiDrawMultiAngle,1,144,3,16,3,N_E,1,2,1
MultiDrawMultiAngle,1,145,3,17,3,N_E,3,1,1
MultiDrawMultiAngle,1,146,3,18,3,N_E,4,2,1
MultiDrawMultiAngle,1,147,3,19,3,NE_SE,2,2,2
MultiDrawMultiAngle,1,148,3,20,3,N_E,1,2,2
MultiDrawMultiAngle,1,149,3,21,3,S_W,1,1,2
MultiDrawMultiAngle,1,150,3,22,3,S_W,1,2,2
MultiDrawMultiAngle,1,151,3,23,3,N_E,2,1,2
MultiDrawMultiAngle,1,152,3,24,3,N_E,2,2,2
MultiDrawMultiAngle,1,153,3,25,3,SW_NW,2,1,2
MultiDrawMultiAngle,1,154,3,26,3,NE_SE,3,1,2
MultiDrawMultiAngle,1,155,3,27,3,N_E,3,2,2
MultiDrawMultiAngle,1,156,3,28,3,NE_SE,1,1,1
MultiDrawMultiAngle,1,157,3,29,3,S_W,2,2,1
MultiDrawMultiAngle,1,158,3,30,3,S_W,3,1,2
MultiDrawMultiAngle,1,159,3,31,3,S_W,4,1,1
MultiDrawMultiAngle,1,160,3,32,3,NE_SE,3,1,1
MultiDrawMultiAngle,1,161,3,33,3,N_E,1,1,1
MultiDrawMultiAngle,1,162,3,34,3,SW_NW,3,2,2
MultiDrawMultiAngle,1,163,3,35,3,S_W,2,1,2
MultiDrawMultiAngle,1,164,3,36,3,SW_NW,2,1,1
MultiDrawMultiAngle,1,165,3,37,3,SW_NW,4,2,1
MultiDrawMultiAngle,1,166,3,38,3,NE_SE,4,2,2
MultiDrawMultiAngle,1,167,3,39,3,NE_SE,1,2,1
MultiDrawMultiAngle,1,168,3,40,3,N_E,4,2,2
MultiDrawMultiAngle,1,169,3,41,3,SW_NW,2,2,1
MultiDrawMultiAngle,1,170,3,42,3,S_W,4,2,1
MultiDrawMultiAngle,1,171,3,43,3,S_W,4,1,2
MultiDrawMultiAngle,1,172,3,44,3,S_W,1,1,1
MultiDrawMultiAngle,1,173,3,45,3,N_E,3,1,2
MultiDrawMultiAngle,1,174,3,46,3,S_W,1,2,1
MultiDrawMultiAngle,1,175,3,47,3,N_E,2,2,1
MultiDrawMultiAngle,1,176,3,48,3,N_E,4,1,1
MultiDrawMultiAngle,1,177,3,49,3,N_E,3,2,1
MultiDrawMultiAngle,1,178,3,50,3,N_E,2,1,1
MultiDrawMultiAngle,1,179,3,51,3,NE_SE,3,2,2
MultiDrawMultiAngle,1,180,3,52,3,SW_NW,1,2,1
MultiDrawMultiAngle,1,181,3,53,3,NE_SE,1,1,2
MultiDrawMultiAngle,1,182,3,54,3,SW_NW,4,1,1
MultiDrawMultiAngle,1,183,3,55,3,SW_NW,4,1,2
MultiDrawMultiAngle,1,184,3,56,3,SW_NW,1,1,2
MultiDrawMultiAngle,1,185,3,57,3,S_W,3,1,1
MultiDrawMultiAngle,1,186,3,58,3,NE_SE,2,1,1
MultiDrawMultiAngle,1,187,3,59,3,NE_SE,4,1,2
MultiDrawMultiAngle,1,188,3,60,3,NE_SE,3,2,1
MultiDrawMultiAngle,1,189,3,61,3,S_W,3,2,1
MultiDrawMultiAngle,1,190,3,62,3,N_E,4,1,2
MultiDrawMultiAngle,1,191,3,63,3,S_W,3,2,2
MultiDrawMultiAngle,1,192,3,64,3,NE_SE,4,1,1
MultiDrawMultiAngle,2,193,1,1,1,NE_SE,4,2,2
MultiDrawMultiAngle,2,194,1,2,1,SW_NW,2,1,1
MultiDrawMultiAngle,2,195,1,3,1,NE_SE,2,2,1
MultiDrawMultiAngle,2,196,1,4,1,S_W,2,1,2
MultiDrawMultiAngle,2,197,1,5,1,NE_SE,2,2,2
MultiDrawMultiAngle,2,198,1,6,1,SW_NW,3,1,2
MultiDrawMultiAngle,2,199,1,7,1,NE_SE,2,1,1
MultiDrawMultiAngle,2,200,1,8,1,SW_NW,3,2,1
MultiDrawMultiAngle,2,201,1,9,1,NE_SE,1,1,1
MultiDrawMultiAngle,2,202,1,10,1,SW_NW,1,1,2
MultiDrawMultiAngle,2,203,1,11,1,SW_NW,3,2,2
MultiDrawMultiAngle,2,204,1,12,1,SW_NW,3,1,1
MultiDrawMultiAngle,2,205,1,13,1,N_E,1,1,1
MultiDrawMultiAngle,2,206,1,14,1,S_W,3,1,1
MultiDrawMultiAngle,2,207,1,15,1,N_E,1,2,1
MultiDrawMultiAngle,2,208,1,16,1,N_E,1,2,2
MultiDrawMultiAngle,2,209,1,17,1,N_E,3,1,2
MultiDrawMultiAngle,2,210,1,18,1,N_E,4,2,2
MultiDrawMultiAngle,2,211,1,19,1,NE_SE,3,1,1
MultiDrawMultiAngle,2,212,1,20,1,N_E,2,1,1
MultiDrawMultiAngle,2,213,1,21,1,S_W,1,2,1
MultiDrawMultiAngle,2,214,1,22,1,S_W,2,1,1
MultiDrawMultiAngle,2,215,1,23,1,N_E,2,2,1
MultiDrawMultiAngle,2,216,1,24,1,N_E,3,1,1
MultiDrawMultiAngle,2,217,1,25,1,SW_NW,2,2,1
MultiDrawMultiAngle,2,218,1,26,1,NE_SE,3,2,1
MultiDrawMultiAngle,2,219,1,27,1,N_E,4,1,1
MultiDrawMultiAngle,2,220,1,28,1,NE_SE,1,1,2
MultiDrawMultiAngle,2,221,1,29,1,S_W,2,2,2
MultiDrawMultiAngle,2,222,1,30,1,S_W,3,2,1
MultiDrawMultiAngle,2,223,1,31,1,S_W,4,1,2
MultiDrawMultiAngle,2,224,1,32,1,NE_SE,3,1,2
MultiDrawMultiAngle,2,225,1,33,1,N_E,1,1,2
MultiDrawMultiAngle,2,226,1,34,1,SW_NW,4,1,1
MultiDrawMultiAngle,2,227,1,35,1,S_W,2,2,1
MultiDrawMultiAngle,2,228,1,36,1,SW_NW,2,1,2
MultiDrawMultiAngle,2,229,1,37,1,SW_NW,4,2,2
MultiDrawMultiAngle,2,230,1,38,1,SW_NW,1,1,1
MultiDrawMultiAngle,2,231,1,39,1,NE_SE,1,2,2
MultiDrawMultiAngle,2,232,1,40,1,S_W,1,1,1
MultiDrawMultiAngle,2,233,1,41,1,SW_NW,2,2,2
MultiDrawMultiAngle,2,234,1,42,1,S_W,4,2,2
MultiDrawMultiAngle,2,235,1,43,1,S_W,4,2,1
MultiDrawMultiAngle,2,236,1,44,1,S_W,1,1,2
MultiDrawMultiAngle,2,237,1,45,1,N_E,3,2,1
MultiDrawMultiAngle,2,238,1,46,1,S_W,1,2,2
MultiDrawMultiAngle,2,239,1,47,1,N_E,2,2,2
MultiDrawMultiAngle,2,240,1,48,1,N_E,4,1,2
MultiDrawMultiAngle,2,241,1,49,1,N_E,3,2,2
MultiDrawMultiAngle,2,242,1,50,1,N_E,2,1,2
MultiDrawMultiAngle,2,243,1,51,1,NE_SE,4,1,1
MultiDrawMultiAngle,2,244,1,52,1,SW_NW,1,2,2
MultiDrawMultiAngle,2,245,1,53,1,NE_SE,1,2,1
MultiDrawMultiAngle,2,246,1,54,1,SW_NW,4,1,2
MultiDrawMultiAngle,2,247,1,55,1,SW_NW,4,2,1
MultiDrawMultiAngle,2,248,1,56,1,SW_NW,1,2,1
MultiDrawMultiAngle,2,249,1,57,1,S_W,3,1,2
MultiDrawMultiAngle,2,250,1,58,1,NE_SE,2,1,2
MultiDrawMultiAngle,2,251,1,59,1,NE_SE,4,2,1
MultiDrawMultiAngle,2,252,1,60,1,NE_SE,3,2,2
MultiDrawMultiAngle,2,253,1,61,1,S_W,3,2,2
MultiDrawMultiAngle,2,254,1,62,1,N_E,4,2,1
MultiDrawMultiAngle,2,255,1,63,1,S_W,4,1,1
MultiDrawMultiAngle,2,256,1,64,1,NE_SE,4,1,2
MultiDrawMultiAngle,2,257,2,1,2,NE_SE,4,2,2
MultiDrawMultiAngle,2,258,2,2,2,SW_NW,2,1,1
MultiDrawMultiAngle,2,259,2,3,2,NE_SE,2,2,1
MultiDrawMultiAngle,2,260,2,4,2,S_W,2,1,2
MultiDrawMultiAngle,2,261,2,5,2,NE_SE,2,2,2
MultiDrawMultiAngle,2,262,2,6,2,SW_NW,3,1,2
MultiDrawMultiAngle,2,263,2,7,2,NE_SE,2,1,1
MultiDrawMultiAngle,2,264,2,8,2,SW_NW,3,2,1
MultiDrawMultiAngle,2,265,2,9,2,NE_SE,1,1,1
MultiDrawMultiAngle,2,266,2,10,2,SW_NW,1,1,2
MultiDrawMultiAngle,2,267,2,11,2,SW_NW,3,2,2
MultiDrawMultiAngle,2,268,2,12,2,SW_NW,3,1,1
MultiDrawMultiAngle,2,269,2,13,2,N_E,1,1,1
MultiDrawMultiAngle,2,270,2,14,2,S_W,3,1,1
MultiDrawMultiAngle,2,271,2,15,2,N_E,1,2,1
MultiDrawMultiAngle,2,272,2,16,2,N_E,1,2,2
MultiDrawMultiAngle,2,273,2,17,2,N_E,3,1,2
MultiDrawMultiAngle,2,274,2,18,2,N_E,4,2,2
MultiDrawMultiAngle,2,275,2,19,2,NE_SE,3,1,1
MultiDrawMultiAngle,2,276,2,20,2,N_E,2,1,1
MultiDrawMultiAngle,2,277,2,21,2,S_W,1,2,1
MultiDrawMultiAngle,2,278,2,22,2,S_W,2,1,1
MultiDrawMultiAngle,2,279,2,23,2,N_E,2,2,1
MultiDrawMultiAngle,2,280,2,24,2,N_E,3,1,1
MultiDrawMultiAngle,2,281,2,25,2,SW_NW,2,2,1
MultiDrawMultiAngle,2,282,2,26,2,NE_SE,3,2,1
MultiDrawMultiAngle,2,283,2,27,2,N_E,4,1,1
MultiDrawMultiAngle,2,284,2,28,2,NE_SE,1,1,2
MultiDrawMultiAngle,2,285,2,29,2,S_W,2,2,2
MultiDrawMultiAngle,2,286,2,30,2,S_W,3,2,1
MultiDrawMultiAngle,2,287,2,31,2,S_W,4,1,2
MultiDrawMultiAngle,2,288,2,32,2,NE_SE,3,1,2
MultiDrawMultiAngle,2,289,2,33,2,N_E,1,1,2
MultiDrawMultiAngle,2,290,2,34,2,SW_NW,4,1,1
MultiDrawMultiAngle,2,291,2,35,2,S_W,2,2,1
MultiDrawMultiAngle,2,292,2,36,2,SW_NW,2,1,2
MultiDrawMultiAngle,2,293,2,37,2,SW_NW,4,2,2
MultiDrawMultiAngle,2,294,2,38,2,SW_NW,1,1,1
MultiDrawMultiAngle,2,295,2,39,2,NE_SE,1,2,2
MultiDrawMultiAngle,2,296,2,40,2,S_W,1,1,1
MultiDrawMultiAngle,2,297,2,41,2,SW_NW,2,2,2
MultiDrawMultiAngle,2,298,2,42,2,S_W,4,2,2
MultiDrawMultiAngle,2,299,2,43,2,S_W,4,2,1
MultiDrawMultiAngle,2,300,2,44,2,S_W,1,1,2
MultiDrawMultiAngle,2,301,2,45,2,N_E,3,2,1
MultiDrawMultiAngle,2,302,2,46,2,S_W,1,2,2
MultiDrawMultiAngle,2,303,2,47,2,N_E,2,2,2
MultiDrawMultiAngle,2,304,2,48,2,N_E,4,1,2
MultiDrawMultiAngle,2,305,2,49,2,N_E,3,2,2
MultiDrawMultiAngle,2,306,2,50,2,N_E,2,1,2
MultiDrawMultiAngle,2,307,2,51,2,NE_SE,4,1,1
MultiDrawMultiAngle,2,308,2,52,2,SW_NW,1,2,2
MultiDrawMultiAngle,2,309,2,53,2,NE_SE,1,2,1
MultiDrawMultiAngle,2,310,2,54,2,SW_NW,4,1,2
MultiDrawMultiAngle,2,311,2,55,2,SW_NW,4,2,1
MultiDrawMultiAngle,2,312,2,56,2,SW_NW,1,2,1
MultiDrawMultiAngle,2,313,2,57,2,S_W,3,1,2
MultiDrawMultiAngle,2,314,2,58,2,NE_SE,2,1,2
MultiDrawMultiAngle,2,315,2,59,2,NE_SE,4,2,1
MultiDrawMultiAngle,2,316,2,60,2,NE_SE,3,2,2
MultiDrawMultiAngle,2,317,2,61,2,S_W,3,2,2
MultiDrawMultiAngle,2,318,2,62,2,N_E,4,2,1
MultiDrawMultiAngle,2,319,2,63,2,S_W,4,1,1
MultiDrawMultiAngle,2,320,2,64,2,NE_SE,4,1,2
MultiDrawMultiAngle,2,321,3,1,3,NE_SE,4,2,2
MultiDrawMultiAngle,2,322,3,2,3,SW_NW,2,1,1
MultiDrawMultiAngle,2,323,3,3,3,NE_SE,2,2,1
MultiDrawMultiAngle,2,324,3,4,3,S_W,2,1,2
MultiDrawMultiAngle,2,325,3,5,3,NE_SE,2,2,2
MultiDrawMultiAngle,2,326,3,6,3,SW_NW,3,1,2
MultiDrawMultiAngle,2,327,3,7,3,NE_SE,2,1,1
MultiDrawMultiAngle,2,328,3,8,3,SW_NW,3,2,1
MultiDrawMultiAngle,2,329,3,9,3,NE_SE,1,1,1
MultiDrawMultiAngle,2,330,3,10,3,SW_NW,1,1,2
MultiDrawMultiAngle,2,331,3,11,3,SW_NW,3,2,2
MultiDrawMultiAngle,2,332,3,12,3,SW_NW,3,1,1
MultiDrawMultiAngle,2,333,3,13,3,N_E,1,1,1
MultiDrawMultiAngle,2,334,3,14,3,S_W,3,1,1
MultiDrawMultiAngle,2,335,3,15,3,N_E,1,2,1
MultiDrawMultiAngle,2,336,3,16,3,N_E,1,2,2
MultiDrawMultiAngle,2,337,3,17,3,N_E,3,1,2
MultiDrawMultiAngle,2,338,3,18,3,N_E,4,2,2
MultiDrawMultiAngle,2,339,3,19,3,NE_SE,3,1,1
MultiDrawMultiAngle,2,340,3,20,3,N_E,2,1,1
MultiDrawMultiAngle,2,341,3,21,3,S_W,1,2,1
MultiDrawMultiAngle,2,342,3,22,3,S_W,2,1,1
MultiDrawMultiAngle,2,343,3,23,3,N_E,2,2,1
MultiDrawMultiAngle,2,344,3,24,3,N_E,3,1,1
MultiDrawMultiAngle,2,345,3,25,3,SW_NW,2,2,1
MultiDrawMultiAngle,2,346,3,26,3,NE_SE,3,2,1
MultiDrawMultiAngle,2,347,3,27,3,N_E,4,1,1
MultiDrawMultiAngle,2,348,3,28,3,NE_SE,1,1,2
MultiDrawMultiAngle,2,349,3,29,3,S_W,2,2,2
MultiDrawMultiAngle,2,350,3,30,3,S_W,3,2,1
MultiDrawMultiAngle,2,351,3,31,3,S_W,4,1,2
MultiDrawMultiAngle,2,352,3,32,3,NE_SE,3,1,2
MultiDrawMultiAngle,2,353,3,33,3,N_E,1,1,2
MultiDrawMultiAngle,2,354,3,34,3,SW_NW,4,1,1
MultiDrawMultiAngle,2,355,3,35,3,S_W,2,2,1
MultiDrawMultiAngle,2,356,3,36,3,SW_NW,2,1,2
MultiDrawMultiAngle,2,357,3,37,3,SW_NW,4,2,2
MultiDrawMultiAngle,2,358,3,38,3,SW_NW,1,1,1
MultiDrawMultiAngle,2,359,3,39,3,NE_SE,1,2,2
MultiDrawMultiAngle,2,360,3,40,3,S_W,1,1,1
MultiDrawMultiAngle,2,361,3,41,3,SW_NW,2,2,2
MultiDrawMultiAngle,2,362,3,42,3,S_W,4,2,2
MultiDrawMultiAngle,2,363,3,43,3,S_W,4,2,1
MultiDrawMultiAngle,2,364,3,44,3,S_W,1,1,2
MultiDrawMultiAngle,2,365,3,45,3,N_E,3,2,1
MultiDrawMultiAngle,2,366,3,46,3,S_W,1,2,2
MultiDrawMultiAngle,2,367,3,47,3,N_E,2,2,2
MultiDrawMultiAngle,2,368,3,48,3,N_E,4,1,2
MultiDrawMultiAngle,2,369,3,49,3,N_E,3,2,2
MultiDrawMultiAngle,2,370,3,50,3,N_E,2,1,2
MultiDrawMultiAngle,2,371,3,51,3,NE_SE,4,1,1
MultiDrawMultiAngle,2,372,3,52,3,SW_NW,1,2,2
MultiDrawMultiAngle,2,373,3,53,3,NE_SE,1,2,1
MultiDrawMultiAngle,2,374,3,54,3,SW_NW,4,1,2
MultiDrawMultiAngle,2,375,3,55,3,SW_NW,4,2,1
MultiDrawMultiAngle,2,376,3,56,3,SW_NW,1,2,1
MultiDrawMultiAngle,2,377,3,57,3,S_W,3,1,2
MultiDrawMultiAngle,2,378,3,58,3,NE_SE,2,1,2
MultiDrawMultiAngle,2,379,3,59,3,NE_SE,4,2,1
MultiDrawMultiAngle,2,380,3,60,3,NE_SE,3,2,2
MultiDrawMultiAngle,2,381,3,61,3,S_W,3,2,2
MultiDrawMultiAngle,2,382,3,62,3,N_E,4,2,1
MultiDrawMultiAngle,2,383,3,63,3,S_W,4,1,1
MultiDrawMultiAngle,2,384,3,64,3,NE_SE,4,1,2
MultiDrawMultiAngle,3,385,1,1,1,SW_NW,1,1,1
MultiDrawMultiAngle,3,386,1,2,1,SW_NW,2,1,2
MultiDrawMultiAngle,3,387,1,3,1,NE_SE,2,2,2
MultiDrawMultiAngle,3,388,1,4,1,S_W,2,2,1
MultiDrawMultiAngle,3,389,1,5,1,NE_SE,3,1,1
MultiDrawMultiAngle,3,390,1,6,1,SW_NW,3,2,1
MultiDrawMultiAngle,3,391,1,7,1,NE_SE,2,1,2
MultiDrawMultiAngle,3,392,1,8,1,SW_NW,3,2,2
MultiDrawMultiAngle,3,393,1,9,1,NE_SE,1,1,2
MultiDrawMultiAngle,3,394,1,10,1,SW_NW,1,2,1
MultiDrawMultiAngle,3,395,1,11,1,SW_NW,4,1,1
MultiDrawMultiAngle,3,396,1,12,1,SW_NW,3,1,2
MultiDrawMultiAngle,3,397,1,13,1,N_E,1,1,2
MultiDrawMultiAngle,3,398,1,14,1,S_W,3,1,2
MultiDrawMultiAngle,3,399,1,15,1,N_E,1,2,2
MultiDrawMultiAngle,3,400,1,16,1,N_E,2,1,1
MultiDrawMultiAngle,3,401,1,17,1,N_E,3,2,1
MultiDrawMultiAngle,3,402,1,18,1,S_W,1,1,1
MultiDrawMultiAngle,3,403,1,19,1,NE_SE,3,1,2
MultiDrawMultiAngle,3,404,1,20,1,N_E,2,1,2
MultiDrawMultiAngle,3,405,1,21,1,S_W,1,2,2
MultiDrawMultiAngle,3,406,1,22,1,S_W,2,1,2
MultiDrawMultiAngle,3,407,1,23,1,N_E,2,2,2
MultiDrawMultiAngle,3,408,1,24,1,N_E,3,1,2
